Sr.No|Round|Institute|PG Program|Group|Category|Max GATE Score|Min GATE Score
4368|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech (Bioinformatics)|Group 1|SC|277|254
4369|Round 2|School of Planning and Architecture, Bhopal|M.Plan. (Transport Planning  and Logistics Management)|Group 1|OPEN|454|418
4370|Round 2|School of Planning and Architecture, Bhopal|M.Plan. (Transport Planning  and Logistics Management)|Group 1|SC|176|176
4371|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Thermal Systems Design|Group 1|EWS|319|319
4372|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Thermal Systems Design|Group 1|OPEN|355|355
4373|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Thermal Systems Design|Group 1|SC|243|232
4374|Round 2|Malaviya National Institute of Technology Jaipur|Transportation Engineering|Group 1|OBC-NCL|414|409
4375|Round 2|Malaviya National Institute of Technology Jaipur|Transportation Engineering|Group 1|EWS|362|352
4376|Round 2|Malaviya National Institute of Technology Jaipur|Transportation Engineering|Group 1|OPEN|487|487
4377|Round 2|Maulana Azad National Institute of Technology Bhopal|Transportation Engineering|Group 1|OBC-NCL|344|324
4378|Round 2|Maulana Azad National Institute of Technology Bhopal|Transportation Engineering|Group 1|EWS|332|324
4379|Round 2|Maulana Azad National Institute of Technology Bhopal|Transportation Engineering|Group 1|OPEN|436|397
4380|Round 2|Punjab Engineering College, Chandigarh|Transportation Engineering|Group 1|SC|266|247
4381|Round 2|Visvesvaraya National Institute of Technology, Nagpur|Transportation Engineering|Group 1|EWS|366|352
4382|Round 2|Visvesvaraya National Institute of Technology, Nagpur|Transportation Engineering|Group 1|OPEN|411|385
4383|Round 2|Visvesvaraya National Institute of Technology, Nagpur|Transportation Engineering|Group 1|SC|316|311
4384|Round 2|Visvesvaraya National Institute of Technology, Nagpur|Transportation Engineering|Group 1|ST|260|260
4385|Round 2|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Transportation Engineering|Group 1|OBC-NCL|322|322
4386|Round 2|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Transportation Engineering|Group 1|OPEN|374|374
4387|Round 2|National Institute of Technology, Warangal|Transportation Engineering|Group 1|OBC-NCL|454|439
4388|Round 2|National Institute of Technology, Warangal|Transportation Engineering|Group 1|EWS|439|420
4389|Round 2|National Institute of Technology, Warangal|Transportation Engineering|Group 1|OPEN|480|458
4390|Round 2|National Institute of Technology, Warangal|Transportation Engineering|Group 1|SC|370|366
4391|Round 2|National Institute of Technology, Warangal|Transportation Engineering|Group 1|ST|280|271
4392|Round 2|Visvesvaraya National Institute of Technology, Nagpur|Transportation Engineering|Group 1|OBC-NCL|379|362
4393|Round 2|National Institute of Technology, Silchar|Transportation Engineering|Group 1|OBC-NCL|337|319
4394|Round 2|National Institute of Technology, Silchar|Transportation Engineering|Group 1|SC|278|258
4395|Round 2|National Institute of Technology, Silchar|Transportation Engineering|Group 1|ST|281|264
4396|Round 2|National Institute of Technology Uttarakhand|Transportation Engineering|Group 1|OBC-NCL|324|324
4397|Round 2|National Institute of Technology Uttarakhand|Transportation Engineering|Group 1|OPEN|355|355
4398|Round 2|National Institute of Technology Uttarakhand|Transportation Engineering|Group 1|SC|259|259
4399|Round 2|National Institute of Technology, Kurukshetra|Transportation Engineering|Group 1|EWS|343|343
4400|Round 2|National Institute of Technology, Kurukshetra|Transportation Engineering|Group 1|OPEN|388|370
4401|Round 2|National Institute of Technology, Rourkela|Transportation Engineering|Group 1|OBC-NCL|421|414
4402|Round 2|National Institute of Technology, Rourkela|Transportation Engineering|Group 1|EWS|389|385
4403|Round 2|National Institute of Technology, Rourkela|Transportation Engineering|Group 1|OPEN|451|436
4404|Round 2|National Institute of Technology, Rourkela|Transportation Engineering|Group 1|SC|341|331
4405|Round 2|National Institute of Technology Karnataka, Surathkal|Transportation Engineering|Group 1|ST|291|286
4406|Round 2|National Institute of Technology Patna|Transportation Engineering|Group 1|OBC-NCL|348|325
4407|Round 2|National Institute of Technology Patna|Transportation Engineering|Group 1|EWS|320|320
4408|Round 2|National Institute of Technology Patna|Transportation Engineering|Group 1|OPEN|366|355
4409|Round 2|National Institute of Technology Patna|Transportation Engineering|Group 1|SC|272|272
4410|Round 2|National Institute of Technology, Kurukshetra|Transportation Engineering|Group 1|OBC-NCL|366|330
4411|Round 2|Motilal Nehru National Institute of Technology Allahabad|Transportation Engineering|Group 1|ST|297|297
4412|Round 2|National Institute of Technology  Agartala|Transportation Engineering|Group 1|OBC-NCL|321|321
4413|Round 2|National Institute of Technology Karnataka, Surathkal|Transportation Engineering|Group 1|OBC-NCL|476|455
4414|Round 2|National Institute of Technology Karnataka, Surathkal|Transportation Engineering|Group 1|EWS|447|443
4415|Round 2|National Institute of Technology Karnataka, Surathkal|Transportation Engineering|Group 1|OPEN|493|478
4416|Round 2|National Institute of Technology Karnataka, Surathkal|Transportation Engineering|Group 1|SC|348|344
4417|Round 2|Maulana Azad National Institute of Technology Bhopal|Transportation Engineering|Group 1|SC|337|337
4418|Round 2|Maulana Azad National Institute of Technology Bhopal|Transportation Engineering|Group 1|ST|282|282
4419|Round 2|Motilal Nehru National Institute of Technology Allahabad|Transportation Engineering|Group 1|OBC-NCL|405|385
4420|Round 2|Motilal Nehru National Institute of Technology Allahabad|Transportation Engineering|Group 1|EWS|356|356
4421|Round 2|Motilal Nehru National Institute of Technology Allahabad|Transportation Engineering|Group 1|OPEN|424|410
4422|Round 2|Motilal Nehru National Institute of Technology Allahabad|Transportation Engineering|Group 1|SC|385|377
4423|Round 2|National Institute of Technology, Tiruchirappalli|Transportation Engineering & Management|Group 1|OBC-NCL|513|493
4424|Round 2|National Institute of Technology, Tiruchirappalli|Transportation Engineering & Management|Group 1|EWS|478|478
4425|Round 2|National Institute of Technology, Tiruchirappalli|Transportation Engineering & Management|Group 1|OPEN|567|531
4426|Round 2|National Institute of Technology, Tiruchirappalli|Transportation Engineering & Management|Group 1|SC|378|378
4427|Round 2|National Institute of Technology, Tiruchirappalli|Transportation Engineering & Management|Group 1|ST|320|304
4428|Round 2|Malaviya National Institute of Technology Jaipur|Thermal Engineering|Group 1|OBC-NCL|367|339
4429|Round 2|Malaviya National Institute of Technology Jaipur|Thermal Engineering|Group 1|OPEN|406|368
4430|Round 2|Malaviya National Institute of Technology Jaipur|Thermal Engineering|Group 1|SC|290|277
4431|Round 2|Maulana Azad National Institute of Technology Bhopal|Thermal Engineering|Group 1|OBC-NCL|326|326
4432|Round 2|Maulana Azad National Institute of Technology Bhopal|Thermal Engineering|Group 1|OPEN|379|358
4433|Round 2|Motilal Nehru National Institute of Technology Allahabad|Thermal Engineering|Group 1|OBC-NCL|339|318
4434|Round 2|National Institute of Technology, Warangal|Thermal Engineering|Group 1|OBC-NCL|477|461
4435|Round 2|National Institute of Technology, Warangal|Thermal Engineering|Group 1|EWS|441|437
4436|Round 2|National Institute of Technology, Warangal|Thermal Engineering|Group 1|OPEN|514|490
4437|Round 2|National Institute of Technology, Warangal|Thermal Engineering|Group 1|SC|314|308
4438|Round 2|National Institute of Technology, Warangal|Thermal Engineering|Group 1|ST|269|245
4439|Round 2|National Institute of Technology Karnataka, Surathkal|Thermal Engineering|Group 1|SC|322|318
4440|Round 2|National Institute of Technology Karnataka, Surathkal|Thermal Engineering|Group 1|ST|277|277
4441|Round 2|National Institute of Technology Patna|Thermal Engineering|Group 1|SC|236|188
4442|Round 2|National Institute of Technology Raipur|Thermal Engineering|Group 1|SC|232|232
4443|Round 2|National Institute of Technology, Kurukshetra|Thermal Engineering|Group 1|SC|257|247
4444|Round 2|National Institute of Technology, Silchar|Thermal Engineering|Group 1|SC|245|245
4445|Round 2|Motilal Nehru National Institute of Technology Allahabad|Thermal Engineering|Group 1|OPEN|371|359
4446|Round 2|Motilal Nehru National Institute of Technology Allahabad|Thermal Engineering|Group 1|SC|269|265
4447|Round 2|National Institute of Technology Durgapur|Thermal Engineering|Group 1|SC|245|245
4448|Round 2|National Institute of Technology Karnataka, Surathkal|Thermal Engineering|Group 1|OBC-NCL|494|490
4449|Round 2|National Institute of Technology Karnataka, Surathkal|Thermal Engineering|Group 1|EWS|461|461
4450|Round 2|National Institute of Technology Karnataka, Surathkal|Thermal Engineering|Group 1|OPEN|526|510
4451|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Power System|Group 1|OPEN|380|355
4452|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Power System|Group 1|SC|292|288
4453|Round 2|National Institute of Technology, Kurukshetra|Power System|Group 1|OBC-NCL|363|357
4454|Round 2|National Institute of Technology, Kurukshetra|Power System|Group 1|OPEN|380|367
4455|Round 2|National Institute of Technology, Kurukshetra|Power System|Group 1|SC|284|275
4456|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Power System|Group 1|OBC-NCL|354|345
4457|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Power System|Group 1|EWS|320|320
4458|Round 2|Motilal Nehru National Institute of Technology Allahabad|Power System|Group 1|ST|257|257
4459|Round 2|National Institute of Technology Durgapur|Power System|Group 1|OBC-NCL|350|336
4460|Round 2|National Institute of Technology Durgapur|Power System|Group 1|OPEN|380|354
4461|Round 2|National Institute of Technology Durgapur|Power System|Group 1|SC|306|284
4462|Round 2|Motilal Nehru National Institute of Technology Allahabad|Power System|Group 1|OBC-NCL|393|380
4463|Round 2|Motilal Nehru National Institute of Technology Allahabad|Power System|Group 1|EWS|371|358
4464|Round 2|Motilal Nehru National Institute of Technology Allahabad|Power System|Group 1|OPEN|411|393
4465|Round 2|Motilal Nehru National Institute of Technology Allahabad|Power System|Group 1|SC|318|310
4466|Round 2|National Institute of Technology Calicut|Telecommunication|Group 1|OBC-NCL|444|424
4467|Round 2|National Institute of Technology Calicut|Telecommunication|Group 1|EWS|454|454
4468|Round 2|National Institute of Technology Calicut|Telecommunication|Group 1|OPEN|474|459
4469|Round 2|National Institute of Technology Calicut|Telecommunication|Group 1|SC|355|355
4470|Round 2|National Institute of Technology Calicut|Telecommunication|Group 1|ST|266|266
4471|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Turbo Machines|Group 1|SC|243|243
4472|Round 2|National Institute of Technology, Rourkela|Geo-technical Engineering|Group 1|OBC-NCL|416|382
4473|Round 2|National Institute of Technology, Warangal|Geo-technical Engineering|Group 1|EWS|407|388
4474|Round 2|National Institute of Technology, Warangal|Geo-technical Engineering|Group 1|OPEN|443|428
4475|Round 2|National Institute of Technology, Warangal|Geo-technical Engineering|Group 1|SC|344|322
4476|Round 2|National Institute of Technology, Warangal|Geo-technical Engineering|Group 1|ST|282|271
4477|Round 2|National Institute of Technology, Rourkela|Geo-technical Engineering|Group 1|EWS|363|352
4478|Round 2|National Institute of Technology, Rourkela|Geo-technical Engineering|Group 1|OPEN|432|420
4479|Round 2|National Institute of Technology, Rourkela|Geo-technical Engineering|Group 1|SC|326|322
4480|Round 2|National Institute of Technology, Rourkela|Geo-technical Engineering|Group 1|ST|270|270
4481|Round 2|National Institute of Technology, Srinagar|Geo-technical Engineering|Group 1|SC|255|212
4482|Round 2|National Institute of Technology, Warangal|Geo-technical Engineering|Group 1|OBC-NCL|424|397
4483|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Transportation Engineering & Planning|Group 1|EWS|328|322
4484|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Transportation Engineering & Planning|Group 1|OPEN|388|366
4485|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Transportation Engineering & Planning|Group 1|SC|289|285
4486|Round 2|National Institute of Technology, Srinagar|Transportation Engineering & Planning|Group 1|SC|260|260
4487|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Transportation Engineering & Planning|Group 1|OBC-NCL|363|341
4488|Round 2|National Institute of Technology, Tiruchirappalli|Thermal Power Engineering|Group 1|OBC-NCL|514|494
4489|Round 2|National Institute of Technology, Tiruchirappalli|Thermal Power Engineering|Group 1|EWS|461|461
4490|Round 2|National Institute of Technology, Tiruchirappalli|Thermal Power Engineering|Group 1|OPEN|567|535
4491|Round 2|National Institute of Technology, Tiruchirappalli|Thermal Power Engineering|Group 1|SC|341|330
4492|Round 2|National Institute of Technology, Tiruchirappalli|Thermal Power Engineering|Group 1|ST|265|257
4493|Round 2|National Institute of Technology Calicut|Thermal Sciences|Group 1|OBC-NCL|412|387
4494|Round 2|National Institute of Technology Calicut|Thermal Sciences|Group 1|EWS|404|388
4495|Round 2|National Institute of Technology Calicut|Thermal Sciences|Group 1|OPEN|477|416
4496|Round 2|National Institute of Technology Calicut|Thermal Sciences|Group 1|SC|298|285
4497|Round 2|National Institute of Technology Calicut|Traffic & Transportation Planning|Group 1|OBC-NCL|432|416
4498|Round 2|National Institute of Technology Calicut|Traffic & Transportation Planning|Group 1|EWS|403|381
4499|Round 2|National Institute of Technology Calicut|Traffic & Transportation Planning|Group 1|OPEN|443|432
4500|Round 2|National Institute of Technology Calicut|Traffic & Transportation Planning|Group 1|SC|339|330
4501|Round 2|National Institute of Technology Calicut|Traffic & Transportation Planning|Group 1|ST|264|264
4502|Round 2|National Institute of Technology, Warangal|Materials Technology|Group 1|OBC-NCL|347|347
4503|Round 2|National Institute of Technology, Warangal|Materials Technology|Group 1|SC|265|249
4504|Round 2|School of Planning and Architecture, Bhopal|M.Arch. (Urban Design)|Group 1|OBC-NCL|300|300
4505|Round 2|School of Planning and Architecture, Bhopal|M.Arch. (Urban Design)|Group 1|OPEN|454|448
4506|Round 2|School of Planning and Architecture, Bhopal|M.Plan. (Urban and Regional Planning)|Group 1|OBC-NCL|436|355
4507|Round 2|School of Planning and Architecture, Bhopal|M.Plan. (Urban and Regional Planning)|Group 1|OPEN|543|489
4508|Round 2|School of Planning and Architecture, Bhopal|M.Plan. (Urban and Regional Planning)|Group 1|SC|260|260
4509|Round 2|National Institute of Technology Hamirpur|Mechanical Engineering (Design)|Group 1|SC|258|236
4510|Round 2|Malaviya National Institute of Technology Jaipur|Urban Planning|Group 1|OBC-NCL|424|377
4511|Round 2|Malaviya National Institute of Technology Jaipur|Urban Planning|Group 2|OBC-NCL|388|320
4512|Round 2|Malaviya National Institute of Technology Jaipur|Urban Planning|Group 1|OPEN|484|430
4513|Round 2|Malaviya National Institute of Technology Jaipur|Urban Planning|Group 2|OPEN|430|400
4514|Round 2|Malaviya National Institute of Technology Jaipur|Urban Planning|Group 1|SC|282|276
4515|Round 2|Maulana Azad National Institute of Technology Bhopal|Urban Planning|Group 1|OPEN|394|363
4516|Round 2|Visvesvaraya National Institute of Technology, Nagpur|Urban Planning|Group 1|OPEN|460|389
4517|Round 2|Visvesvaraya National Institute of Technology, Nagpur|Urban Planning|Group 2|OPEN|359|353
4518|Round 2|Visvesvaraya National Institute of Technology, Nagpur|Urban Planning|Group 1|SC|301|301
4519|Round 2|Visvesvaraya National Institute of Technology, Nagpur|Urban Planning|Group 2|SC|246|246
4520|Round 2|Maulana Azad National Institute of Technology Bhopal|Urban Planning|Group 1|SC|258|250
4521|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Urban Planning|Group 1|OBC-NCL|299|299
4522|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Urban Planning|Group 1|OPEN|381|371
4523|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Urban Planning|Group 1|SC|271|271
4524|Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Urban Planning|Group 1|ST|263|263
4525|Round 2|Visvesvaraya National Institute of Technology, Nagpur|Urban Planning|Group 1|OBC-NCL|347|294
4526|Round 2|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Urban & Regional Planning|Group 1|OPEN|383|353
4527|Round 2|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Urban & Regional Planning|Group 1|SC|249|134
4528|Round 2|National Institute of Technology Hamirpur|Electronics & Communication Engineering (Communications System and Networks)|Group 1|OBC-NCL|330|320
4529|Round 2|National Institute of Technology Hamirpur|Electronics & Communication Engineering (Communications System and Networks)|Group 1|EWS|330|315
4530|Round 2|National Institute of Technology Hamirpur|Electronics & Communication Engineering (Communications System and Networks)|Group 1|OPEN|365|355
4531|Round 2|National Institute of Technology Hamirpur|Electronics & Communication Engineering (VLSI Design)|Group 1|OBC-NCL|414|400
4532|Round 2|National Institute of Technology Hamirpur|Electronics & Communication Engineering (VLSI Design)|Group 1|EWS|365|360
4533|Round 2|National Institute of Technology Hamirpur|Electronics & Communication Engineering (VLSI Design)|Group 1|OPEN|434|420
4534|Round 2|National Institute of Technology Hamirpur|Electronics & Communication Engineering (VLSI Design)|Group 1|SC|335|330
4535|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. ECE with specialization in Microelectronics|Group 1|OBC-NCL|443|414
4536|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. ECE with specialization in Microelectronics|Group 1|EWS|454|454
4537|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. ECE with specialization in Microelectronics|Group 1|OPEN|514|469
4538|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. ECE with specialization in Microelectronics|Group 1|SC|325|312
4539|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. ECE with specialization in Microelectronics|Group 1|ST|246|246
4540|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. ECE  with specialization in Communication Engineering|Group 1|OBC-NCL|375|355
4541|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. ECE  with specialization in Communication Engineering|Group 1|EWS|345|345
4542|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. ECE  with specialization in Communication Engineering|Group 1|OPEN|420|385
4543|Round 2|Maulana Azad National Institute of Technology Bhopal|VLSI Design & Embedded Systems|Group 1|OPEN|489|469
4544|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. ECE  with specialization in Communication Engineering|Group 1|SC|297|297
4545|Round 2|Indian Institute of Information Technology, Allahabad|Dual Degree M.Tech. –PhD in ECE with specialization in Microelectronics|Group 1|SC|276|276
4546|Round 2|Indian Institute of Information Technology, Allahabad|Dual Degree M.Tech. - PhD in ECE with Specialization in Communication Engineering|Group 1|OBC-NCL|335|335
4547|Round 2|Indian Institute of Information Technology, Allahabad|Dual Degree M.Tech. - PhD in ECE with Specialization in Communication Engineering|Group 1|OPEN|405|405
4548|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group|Group 1|OBC-NCL|592|566
4549|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group|Group 1|EWS|588|570
4550|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group|Group 1|OPEN|630|610
4551|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group|Group 1|SC|408|407
4552|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group|Group 1|ST|266|248
4553|Round 2|Indian Institute of Information Technology, Allahabad|Dual Degree M.Tech. - Ph.D in IT  with specialization in Machine Learning, Robotics and Human Computer Interaction Group|Group 1|OBC-NCL|533|533
4554|Round 2|Indian Institute of Information Technology, Allahabad|Dual Degree M.Tech. - Ph.D in IT  with specialization in Machine Learning, Robotics and Human Computer Interaction Group|Group 1|OPEN|565|565
4555|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. IT  with specialization in Software and Data Engineering Group|Group 1|OBC-NCL|606|583
4556|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. IT  with specialization in Software and Data Engineering Group|Group 1|EWS|610|584
4557|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. IT  with specialization in Software and Data Engineering Group|Group 1|OPEN|657|639
4558|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. IT  with specialization in Software and Data Engineering Group|Group 1|SC|436|436
4559|Round 2|Indian Institute of Information Technology, Allahabad|Dual Degree M.Tech. - Ph.D  in IT with specialization in Software and Data Engineering Group|Group 1|OPEN|523|522
4560|Round 2|Indian Institute of Information Technology, Allahabad|Dual Degree M.Tech. - Ph.D  in IT with specialization in Software and Data Engineering Group|Group 1|SC|371|371
4561|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. IT with specialization in Network and Security Group|Group 1|OPEN|606|577
4562|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. IT with specialization in Network and Security Group|Group 1|SC|382|382
4563|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. IT with specialization in Network and Security Group|Group 1|ST|254|254
4564|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. IT with specialization in Network and Security Group|Group 1|OBC-NCL|569|556
4565|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. IT with specialization in Network and Security Group|Group 1|EWS|566|558
4566|Round 2|National Institute of Technology Patna|Microelectronics and VLSI System Design|Group 1|OBC-NCL|405|400
4567|Round 2|National Institute of Technology Patna|Microelectronics and VLSI System Design|Group 1|EWS|385|385
4568|Round 2|National Institute of Technology Patna|Microelectronics and VLSI System Design|Group 1|OPEN|434|429
4569|Round 2|National Institute of Technology Patna|Microelectronics and VLSI System Design|Group 1|SC|320|315
4570|Round 2|National Institute of Technology Mizoram|Microelectronics and VLSI System Design|Group 1|OBC-NCL|340|325
4571|Round 2|National Institute of Technology Mizoram|Microelectronics and VLSI System Design|Group 1|OPEN|358|358
4572|Round 2|National Institute of Technology Mizoram|Microelectronics and VLSI System Design|Group 1|SC|280|280
4573|Round 2|National Institute of Technology, Warangal|VLSI Systems Design|Group 1|OBC-NCL|603|583
4574|Round 2|National Institute of Technology, Warangal|VLSI Systems Design|Group 1|EWS|583|583
4575|Round 2|National Institute of Technology, Warangal|VLSI Systems Design|Group 1|OPEN|643|623
4576|Round 2|National Institute of Technology, Warangal|VLSI Systems Design|Group 1|SC|454|414
4577|Round 2|National Institute of Technology, Warangal|VLSI Systems Design|Group 1|ST|365|365
4578|Round 2|Maulana Azad National Institute of Technology Bhopal|VLSI Design & Embedded Systems|Group 1|OBC-NCL|439|424
4579|Round 2|Maulana Azad National Institute of Technology Bhopal|VLSI Design & Embedded Systems|Group 1|EWS|434|424
4580|Round 2|Maulana Azad National Institute of Technology Bhopal|VLSI Design & Embedded Systems|Group 1|SC|330|320
4581|Round 2|Maulana Azad National Institute of Technology Bhopal|VLSI Design & Embedded Systems|Group 1|ST|252|252
4582|Round 2|National Institute of Technology Arunachal Pradesh|VLSI Design & Embedded Systems|Group 1|OBC-NCL|328|315
4583|Round 2|National Institute of Technology, Rourkela|VLSI Design & Embedded Systems|Group 1|OBC-NCL|589|573
4584|Round 2|National Institute of Technology, Rourkela|VLSI Design & Embedded Systems|Group 1|EWS|563|563
4585|Round 2|National Institute of Technology, Rourkela|VLSI Design & Embedded Systems|Group 1|OPEN|618|591
4586|Round 2|National Institute of Technology, Rourkela|VLSI Design & Embedded Systems|Group 1|SC|433|420
4587|Round 2|National Institute of Technology, Rourkela|VLSI Design & Embedded Systems|Group 1|ST|347|341
4588|Round 2|National Institute of Technology Arunachal Pradesh|VLSI Design & Embedded Systems|Group 1|EWS|340|340
4589|Round 2|National Institute of Technology Arunachal Pradesh|VLSI Design & Embedded Systems|Group 1|OPEN|360|355
4590|Round 2|National Institute of Technology Arunachal Pradesh|VLSI Design & Embedded Systems|Group 1|SC|261|261
4591|Round 2|National Institute of Technology, Manipur|VLSI Design & Embedded Systems|Group 1|OBC-NCL|335|315
4592|Round 2|National Institute of Technology, Manipur|VLSI Design & Embedded Systems|Group 1|EWS|325|325
4593|Round 2|National Institute of Technology, Manipur|VLSI Design & Embedded Systems|Group 1|OPEN|350|350
4594|Round 2|National Institute of Technology, Kurukshetra|Embedded System Design|Group 1|OBC-NCL|424|414
4595|Round 2|National Institute of Technology, Kurukshetra|Embedded System Design|Group 1|EWS|420|420
4596|Round 2|National Institute of Technology, Kurukshetra|Embedded System Design|Group 1|OPEN|464|454
4597|Round 2|National Institute of Technology, Kurukshetra|Embedded System Design|Group 1|SC|320|315
4598|Round 2|National Institute of Technology, Kurukshetra|Embedded System Design|Group 1|ST|241|236
4599|Round 2|Punjab Engineering College, Chandigarh|Electronics (VLSI Design)|Group 1|OPEN|402|385
4600|Round 2|Punjab Engineering College, Chandigarh|Electronics (VLSI Design)|Group 1|SC|262|256
4601|Round 2|Indian Institute of Information Technology, Allahabad|Dual Degree M.Tech. - Ph.D in IT with specialization in Network and Security Group|Group 1|OPEN|376|376
4602|Round 2|Indian Institute of Information Technology, Allahabad|Dual Degree M.Tech. - Ph.D in IT with specialization in Network and Security Group|Group 1|SC|261|261
4603|Round 2|National Institute of Technology Nagaland|VLSI Systems|Group 1|OPEN|355|355
4604|Round 2|National Institute of Technology Nagaland|VLSI Systems|Group 1|SC|251|250
4605|Round 2|Indian Institute of Information Technology Tiruchirappalli|VLSI Systems|Group 1|OBC-NCL|385|364
4606|Round 2|Indian Institute of Information Technology Tiruchirappalli|VLSI Systems|Group 1|EWS|370|364
4607|Round 2|Indian Institute of Information Technology Tiruchirappalli|VLSI Systems|Group 1|OPEN|429|393
4608|Round 2|Indian Institute of Information Technology Tiruchirappalli|VLSI Systems|Group 1|SC|300|286
4609|Round 2|Indian Institute of Information Technology Tiruchirappalli|VLSI Systems|Group 1|ST|240|231
4610|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. Biomedical Engineering|Group 1|OBC-NCL|345|303
4611|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. Biomedical Engineering|Group 1|EWS|317|317
4612|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. Biomedical Engineering|Group 1|OPEN|422|391
4613|Round 2|Indian Institute of Information Technology, Allahabad|M.Tech. Biomedical Engineering|Group 1|SC|251|251
4614|Round 2|National Institute of Technology Goa|VLSI|Group 1|OBC-NCL|407|390
4615|Round 2|National Institute of Technology Goa|VLSI|Group 1|EWS|357|357
4616|Round 2|National Institute of Technology Goa|VLSI|Group 1|OPEN|449|424
4617|Round 2|National Institute of Technology Goa|VLSI|Group 1|SC|320|315
4618|Round 2|National Institute of Technology Goa|VLSI|Group 1|ST|284|284
4619|Round 2|Maulana Azad National Institute of Technology Bhopal|M.Tech Agile Software Engineering|Group 1|OBC-NCL|465|463
4620|Round 2|Maulana Azad National Institute of Technology Bhopal|M.Tech Agile Software Engineering|Group 1|EWS|447|434
4621|Round 2|Maulana Azad National Institute of Technology Bhopal|M.Tech Agile Software Engineering|Group 1|OPEN|498|489
4622|Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|VLSI Design|Group 1|OBC-NCL|454|434
4623|Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|VLSI Design|Group 1|EWS|455|437
4624|Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|VLSI Design|Group 1|OPEN|486|464
4625|Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|VLSI Design|Group 1|SC|350|340
4626|Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|VLSI Design|Group 1|ST|252|251
4627|Round 2|Malaviya National Institute of Technology Jaipur|VLSI Design|Group 1|OBC-NCL|519|484
4628|Round 2|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|VLSI Design|Group 1|EWS|350|345
4629|Round 2|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|VLSI Design|Group 1|OPEN|422|407
4630|Round 2|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|VLSI Design|Group 1|SC|301|295
4631|Round 2|Visvesvaraya National Institute of Technology, Nagpur|VLSI Design|Group 1|OBC-NCL|451|420
