Sr.No|Round|Institute|PG Program|Group|Category|Max GATE Score|Min GATE Score
8348|Special Round 2|National Institute of Technology Raipur|VLSI & Embedded Systems|Group 1|OBC-NCL|365|365
8349|Special Round 2|National Institute of Technology Raipur|VLSI & Embedded Systems|Group 2|OBC-NCL|364|364
8350|Special Round 2|National Institute of Technology Raipur|VLSI & Embedded Systems|Group 1|OPEN|395|395
8351|Special Round 2|National Institute of Technology Raipur|VLSI & Embedded Systems|Group 2|OPEN|393|390
8352|Special Round 2|National Institute of Technology Raipur|VLSI & Embedded Systems|Group 1|SC|293|293
8353|Special Round 2|National Institute of Technology Raipur|VLSI & Embedded Systems|Group 2|SC|273|273
8354|Special Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|VLSI & Embedded Systems|Group 1|OBC-NCL|420|414
8355|Special Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|VLSI & Embedded Systems|Group 1|EWS|434|434
8356|Special Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|VLSI & Embedded Systems|Group 1|OPEN|449|449
8357|Special Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|VLSI & Embedded Systems|Group 1|SC|320|315
8358|Special Round 2|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|VLSI & Embedded Systems|Group 1|SC|266|266
8359|Special Round 2|National Institute of Technology Delhi|Electronics and Communication Engineering with specialisation in VLSI|Group 1|OBC-NCL|400|400
8360|Special Round 2|National Institute of Technology Delhi|Electronics and Communication Engineering with specialisation in VLSI|Group 1|OPEN|449|449
8361|Special Round 2|National Institute of Technology Delhi|Electronics and Communication Engineering with specialisation in VLSI|Group 1|SC|330|330
8362|Special Round 2|National Institute of Technology, Tiruchirappalli|VLSI System|Group 1|OBC-NCL|573|573
8363|Special Round 2|National Institute of Technology, Tiruchirappalli|VLSI System|Group 1|EWS|550|550
8364|Special Round 2|National Institute of Technology, Tiruchirappalli|VLSI System|Group 1|OPEN|638|633
8365|Special Round 2|National Institute of Technology Calicut|Water Resource Engineering|Group 1|OBC-NCL|319|319
8366|Special Round 2|Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior|Wireless Networks and Computing|Group 1|OBC-NCL|339|326
8367|Special Round 2|Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior|Wireless Networks and Computing|Group 1|OPEN|411|399
8368|Special Round 2|National Institute of Technology Karnataka, Surathkal|Water Resources Engineering & Management|Group 1|OBC-NCL|331|324
8369|Special Round 2|Malaviya National Institute of Technology Jaipur|Water Resources Engineering|Group 1|OPEN|370|370
8370|Special Round 2|Malaviya National Institute of Technology Jaipur|Water Resources Engineering|Group 1|SC|301|301
8371|Special Round 2|National Institute of Technology, Rourkela|Water Resources Engineering|Group 1|SC|267|267
8372|Special Round 2|National Institute of Technology Hamirpur|Computer Science & Engineering (Artificial Intelligence)|Group 1|OBC-NCL|413|401
8373|Special Round 2|National Institute of Technology Hamirpur|Computer Science & Engineering (Artificial Intelligence)|Group 1|EWS|396|381
8374|Special Round 2|National Institute of Technology Hamirpur|Computer Science & Engineering (Artificial Intelligence)|Group 1|OPEN|472|465
8375|Special Round 2|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Computer Science & Engineering (Artificial Intelligence)|Group 1|OBC-NCL|379|379
8376|Special Round 2|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Computer Science & Engineering (Artificial Intelligence)|Group 1|EWS|346|346
8377|Special Round 2|Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune|Computer Science & Engineering (Artificial Intelligence)|Group 1|OPEN|454|442
8378|Special Round 2|National Institute of Technology, Kurukshetra|Computer Engineering|Group 1|OBC-NCL|511|496
8379|Special Round 2|National Institute of Technology, Kurukshetra|Computer Engineering|Group 1|OPEN|527|527
8380|Special Round 2|National Institute of Technology, Kurukshetra|Computer Engineering|Group 1|SC|364|360
8381|Special Round 2|National Institute of Technology, Kurukshetra|Computer Engineering|Group 1|ST|252|252
8382|Special Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|Computer Science & Engineering (Information Security)|Group 1|OBC-NCL|429|423
8383|Special Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|Computer Science & Engineering (Information Security)|Group 1|EWS|447|446
8384|Special Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|Computer Science & Engineering (Information Security)|Group 1|OPEN|474|472
8385|Special Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|Computer Science & Engineering (Information Security)|Group 1|SC|324|324
8386|Special Round 2|National Institute of Technology Karnataka, Surathkal|Computer Science & Engineering (Information Security)|Group 1|ST|342|314
8387|Special Round 2|National Institute of Technology Calicut|Computer Science & Engineering (Information Security)|Group 1|SC|390|378
8388|Special Round 2|National Institute of Technology Calicut|Computer Science & Engineering (Information Security)|Group 1|ST|313|313
8389|Special Round 2|National Institute of Technology Karnataka, Surathkal|Computer Science & Engineering (Information Security)|Group 1|OBC-NCL|624|621
8390|Special Round 2|National Institute of Technology Karnataka, Surathkal|Computer Science & Engineering (Information Security)|Group 1|EWS|639|628
8391|Special Round 2|National Institute of Technology Karnataka, Surathkal|Computer Science & Engineering (Information Security)|Group 1|OPEN|650|646
8392|Special Round 2|National Institute of Technology Karnataka, Surathkal|Computer Science & Engineering (Information Security)|Group 1|SC|429|426
8393|Special Round 2|National Institute of Technology Calicut|Computer Science & Engineering (Information Security)|Group 1|OBC-NCL|566|566
8394|Special Round 2|National Institute of Technology Calicut|Computer Science & Engineering (Information Security)|Group 1|EWS|570|566
8395|Special Round 2|National Institute of Technology Calicut|Computer Science & Engineering (Information Security)|Group 1|OPEN|592|591
8396|Special Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|Computer Science & Engineering|Group 1|OBC-NCL|451|440
8397|Special Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|Computer Science & Engineering|Group 1|EWS|462|462
8398|Special Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|Computer Science & Engineering|Group 1|OPEN|500|498
8399|Special Round 2|Dr. B R Ambedkar National Institute of Technology, Jalandhar|Computer Science & Engineering|Group 1|SC|338|328
8400|Special Round 2|Malaviya National Institute of Technology Jaipur|Computer Science & Engineering|Group 1|OBC-NCL|545|545
8401|Special Round 2|Malaviya National Institute of Technology Jaipur|Computer Science & Engineering|Group 1|EWS|569|569
8402|Special Round 2|Indian Institute of Information Technology, Una|Computer Science & Engineering|Group 1|OPEN|393|364
8403|Special Round 2|International Institute of Information Technology, Naya Raipur|Computer Science & Engineering|Group 1|EWS|353|353
8404|Special Round 2|International Institute of Information Technology, Naya Raipur|Computer Science & Engineering|Group 1|OPEN|440|440
8405|Special Round 2|Punjab Engineering College, Chandigarh|Computer Science & Engineering|Group 1|OPEN|386|376
8406|Special Round 2|International Institute of Information Technology, Bhubaneswar|Computer Science & Engineering|Group 1|OPEN|414|393
8407|Special Round 2|Indian Institute of Information Technology, Design and Manufacturing, Kurnool|Computer Science & Engineering|Group 1|OPEN|378|364
8408|Special Round 2|Indian Institute of Information Technology, Pune|Computer Science & Engineering|Group 1|OBC-NCL|419|419
8409|Special Round 2|Indian Institute of Information Technology, Pune|Computer Science & Engineering|Group 1|EWS|415|415
8410|Special Round 2|Indian Institute of Information Technology, Pune|Computer Science & Engineering|Group 1|OPEN|476|476
8411|Special Round 2|Indian Institute of Information Technology, Pune|Computer Science & Engineering|Group 1|SC|277|277
8412|Special Round 2|Indian Institute of Information Technology, Una|Computer Science & Engineering|Group 1|EWS|335|335
8413|Special Round 2|Indian Institute of Information Technology Tiruchirappalli|Computer Science & Engineering|Group 1|OBC-NCL|342|324
8414|Special Round 2|Indian Institute of Information Technology Tiruchirappalli|Computer Science & Engineering|Group 1|EWS|320|320
8415|Special Round 2|Indian Institute of Information Technology Tiruchirappalli|Computer Science & Engineering|Group 1|OPEN|427|412
8416|Special Round 2|Indian Institute of Information Technology Tiruchirappalli|Computer Science & Engineering|Group 1|SC|266|266
8417|Special Round 2|Visvesvaraya National Institute of Technology, Nagpur|Computer Science & Engineering|Group 1|OPEN|563|560
8418|Special Round 2|Visvesvaraya National Institute of Technology, Nagpur|Computer Science & Engineering|Group 1|ST|259|255
8419|Special Round 2|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Computer Science & Engineering|Group 1|OBC-NCL|400|400
8420|Special Round 2|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Computer Science & Engineering|Group 1|OPEN|512|502
8421|Special Round 2|Indian Institute of Engineering Science and Technology, Shibpur, District Howrah|Computer Science & Engineering|Group 1|SC|331|331
8422|Special Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Computer Science & Engineering|Group 1|OBC-NCL|490|483
8423|Special Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Computer Science & Engineering|Group 1|EWS|529|512
8424|Special Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Computer Science & Engineering|Group 1|OPEN|545|530
8425|Special Round 2|Sardar Vallabhbhai National Institute of Technology, Surat|Computer Science & Engineering|Group 1|ST|255|255
8426|Special Round 2|Visvesvaraya National Institute of Technology, Nagpur|Computer Science & Engineering|Group 1|OBC-NCL|530|529
8427|Special Round 2|Visvesvaraya National Institute of Technology, Nagpur|Computer Science & Engineering|Group 1|EWS|547|547
8428|Special Round 2|National Institute of Technology, Warangal|Computer Science & Engineering|Group 1|OBC-NCL|646|646
8429|Special Round 2|National Institute of Technology, Warangal|Computer Science & Engineering|Group 1|EWS|668|668
8430|Special Round 2|National Institute of Technology, Warangal|Computer Science & Engineering|Group 1|OPEN|698|694
8431|Special Round 2|National Institute of Technology, Warangal|Computer Science & Engineering|Group 1|SC|463|456
8432|Special Round 2|National Institute of Technology, Tiruchirappalli|Computer Science & Engineering|Group 1|OBC-NCL|665|664
8433|Special Round 2|National Institute of Technology, Tiruchirappalli|Computer Science & Engineering|Group 1|EWS|676|676
8434|Special Round 2|National Institute of Technology, Tiruchirappalli|Computer Science & Engineering|Group 1|OPEN|712|712
8435|Special Round 2|National Institute of Technology, Tiruchirappalli|Computer Science & Engineering|Group 1|SC|480|469
8436|Special Round 2|National Institute of Technology, Silchar|Computer Science & Engineering|Group 1|OBC-NCL|418|397
8437|Special Round 2|National Institute of Technology, Silchar|Computer Science & Engineering|Group 1|EWS|412|394
8438|Special Round 2|National Institute of Technology, Silchar|Computer Science & Engineering|Group 1|OPEN|472|465
8439|Special Round 2|National Institute of Technology, Silchar|Computer Science & Engineering|Group 1|SC|313|310
8440|Special Round 2|National Institute of Technology, Srinagar|Computer Science & Engineering|Group 1|OBC-NCL|335|335
8441|Special Round 2|National Institute of Technology, Srinagar|Computer Science & Engineering|Group 1|OPEN|393|375
8442|Special Round 2|National Institute of Technology Puducherry|Computer Science & Engineering|Group 1|SC|320|320
8443|Special Round 2|National Institute of Technology Arunachal Pradesh|Computer Science & Engineering|Group 1|SC|255|255
